id,store,title,price,info,search_value,link,image_url
1,Amazon,Apple iPhone 16 (128 GB) - Teal,3725.00,N/A,iPhone 16,https://www.amazon.sa/-/en/sspa/click?ie=UTF8&spc=MTo4ODQ3MjIxNTUzNjgxMTA4OjE3MzIxMDI2NTY6c3BfYXRmOjMwMDMzMzY0MDYxOTAzMjo6MDo6&url=%2FApple-iPhone-16-128-GB%2Fdp%2FB0DGJM8GYG%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc%26dib_tag%3Dse%26keywords%3DiPhone%2B16%26qid%3D1732102656%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61z03IUpbXL._AC_UL320_.jpg
2,Amazon,Apple iPhone 16 Pro (256 GB) - Desert Titanium,4949.00,N/A,iPhone 16,https://www.amazon.sa/-/en/sspa/click?ie=UTF8&spc=MTo4ODQ3MjIxNTUzNjgxMTA4OjE3MzIxMDI2NTY6c3BfYXRmOjMwMDMzMzY0MDYyMTgzMjo6MDo6&url=%2FApple-iPhone-16-Pro-256%2Fdp%2FB0DGJNRF2H%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc%26dib_tag%3Dse%26keywords%3DiPhone%2B16%26qid%3D1732102656%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/617ZhMUCvIL._AC_UL320_.jpg
3,Amazon,Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,5548.75,N/A,iPhone 16,https://www.amazon.sa/-/en/sspa/click?ie=UTF8&spc=MTo4ODQ3MjIxNTUzNjgxMTA4OjE3MzIxMDI2NTY6c3BfYXRmOjMwMDMzMzY0MDYxNjYzMjo6MDo6&url=%2FApple-iPhone-Pro-Max-256%2Fdp%2FB0DGJXGYTX%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc%26dib_tag%3Dse%26keywords%3DiPhone%2B16%26qid%3D1732102656%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61bMJdgeryL._AC_UL320_.jpg
4,Amazon,Apple iPhone 16 Plus (128 GB) - Pink,4199.00,N/A,iPhone 16,https://www.amazon.sa/-/en/sspa/click?ie=UTF8&spc=MTo4ODQ3MjIxNTUzNjgxMTA4OjE3MzIxMDI2NTY6c3BfYXRmOjMwMDMzMzY0MDYxNjgzMjo6MDo6&url=%2FApple-iPhone-16-Plus-128%2Fdp%2FB0DGJP13N3%2Fref%3Dsr_1_4_sspa%3Fdib%3DeyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc%26dib_tag%3Dse%26keywords%3DiPhone%2B16%26qid%3D1732102656%26sr%3D8-4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/716KLI9CI6L._AC_UL320_.jpg
5,Amazon,Apple iPhone 16 (128 GB) - Black,3679.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-16-128-GB/dp/B0DGK2GQY9/ref=sr_1_5?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-5,https://m.media-amazon.com/images/I/61-251PVEZL._AC_UL320_.jpg
6,Amazon,Apple iPhone 16 Pro (256 GB) - Desert Titanium,4949.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-16-Pro-256/dp/B0DGJNRF2H/ref=sr_1_6?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-6,https://m.media-amazon.com/images/I/617ZhMUCvIL._AC_UL320_.jpg
7,Amazon,Apple iPhone 16 Plus (128 GB) - Ultramarine,4140.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-Plus-128-Ultramarine/dp/B0DGJPGXKV/ref=sr_1_7?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-7,https://m.media-amazon.com/images/I/71Ecl1RS5jL._AC_UL320_.jpg
8,Amazon,Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,5548.75,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-Pro-Max-256/dp/B0DGJXGYTX/ref=sr_1_8?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-8,https://m.media-amazon.com/images/I/61bMJdgeryL._AC_UL320_.jpg
9,Amazon,"JETech Case for iPhone 16 6.1-Inch, Non-Yellowing Shockproof Phone Bumper Cover, Anti-Scratch Clear Back (Clear)",25.49,N/A,iPhone 16,https://www.amazon.sa/-/en/JETech-6-1-Inch-Non-Yellowing-Shockproof-Anti-Scratch/dp/B0D9JY7L1L/ref=sr_1_9?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-9,https://m.media-amazon.com/images/I/61Digd-OYuL._AC_UL320_.jpg
10,Amazon,"JETech 5 in 1 Case for iPhone 16 6.1-Inch with 2 Pack Each Tempered Glass Screen Protectors and Camera Lens Protectors, Non-Yellowing Shockproof Bumper Phone Cover (Clear)",49.99,N/A,iPhone 16,https://www.amazon.sa/-/en/JETech-6-1-Inch-Protectors-Non-Yellowing-Shockproof/dp/B0D9YKWBFT/ref=sr_1_10?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-10,https://m.media-amazon.com/images/I/71uHVpuZhjL._AC_UL320_.jpg
11,Amazon,Apple iPhone 16 Silicone Case with MagSafe - Ultramarine,209.30,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-Silicone-Case-MagSafe/dp/B0DGHZGS29/ref=sr_1_11?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-11,https://m.media-amazon.com/images/I/61CerkjtDiL._AC_UL320_.jpg
12,Amazon,"HONIKOVA 4.0 Inch 5S Touch Screen Smart Phone, 16-32G Storage Capacity, Support 4G Internet Download Software",202.20,N/A,iPhone 16,https://www.amazon.sa/-/en/HONIKOVA-Capacity-Internet-Download-Software/dp/B0DH3LLRRJ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-12,https://m.media-amazon.com/images/I/51Fl9-0vExL._AC_UL320_.jpg
13,Amazon,Apple iPhone 15 (512 GB) - Pink,3799.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-15-512-GB/dp/B0CHXJ5MPK/ref=sr_1_13?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-13,https://m.media-amazon.com/images/I/61bv+QKrIlL._AC_UL320_.jpg
14,Amazon,"UGREEN iPhone 16 Case Clear Cover, [MIL-Grade Protection], [Revolutionary iCrystal Tech], Anti-Scratch, Air-Guard Corners, Ultra Slim Transparent for iPhone 16 6.1 inch Women Men",N/A,N/A,iPhone 16,https://www.amazon.sa/-/en/UGREEN-Protection-Revolutionary-Anti-Scratch-Transparent/dp/B0D83KL948/ref=sr_1_14?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-14,https://m.media-amazon.com/images/I/71J6Vjtb1qL._AC_UL320_.jpg
15,Amazon,"UGREEN iPhone 16 Case MagSafe (MagU), Revolutionary iCrystal Tech Clear Cover, MIL-Grade Protection, Anti-Scratch, Camera Protective, Magnetic Ultra Slim for iPhone 16 6.1 inch Accessories",51.95,N/A,iPhone 16,https://www.amazon.sa/-/en/UGREEN-Revolutionary-Protection-Anti-Scratch-Accessories/dp/B0D83JY3LF/ref=sr_1_15?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-15,https://m.media-amazon.com/images/I/71JflynryHL._AC_UL320_.jpg
16,Amazon,"HONIKOVA 4.7 Inch 6 Touch Screen Smart Phone, 16G Storage Capacity, Support 4G Internet Download Software",241.97,N/A,iPhone 16,https://www.amazon.sa/-/en/HONIKOVA-Capacity-Internet-Download-Software/dp/B0D6VBSSSR/ref=sr_1_16?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-16,https://m.media-amazon.com/images/I/41z-8NsZqzL._AC_UL320_.jpg
17,Amazon,"JETech Magnetic Case for iPhone 16 6.1-Inch Compatible with MagSafe, Shockproof Phone Bumper Cover, Anti-Scratch Clear Back (Teal)",40.99,N/A,iPhone 16,https://www.amazon.sa/-/en/JETech-Magnetic-Compatible-Shockproof-Anti-Scratch/dp/B0DGSPPZTR/ref=sr_1_17?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-17,https://m.media-amazon.com/images/I/71QLv+owD+L._AC_UL320_.jpg
18,Amazon,Apple iPhone 15 Plus (256 GB) - Blue,3799.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-15-Plus-256/dp/B0CHXKVZ78/ref=sr_1_18?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-18,https://m.media-amazon.com/images/I/61dm98RXJTL._AC_UL320_.jpg
19,Amazon,Apple iPhone 13 (128GB) - Midnight,1950.00,N/A,iPhone 16,https://www.amazon.sa/-/en/Apple-iPhone-13-128GB-Midnight/dp/B09G9DYBYP/ref=sr_1_19?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-19,https://m.media-amazon.com/images/I/61VuVU94RnL._AC_UL320_.jpg
20,Amazon,"UGREEN iPhone 16 Charger Cable Set PD 20W Charger Cord Type C Fast Charging Wall Plug with iPhone 16 USB C Cable 20W Charger Head Compatible for iPhone 16/15 Series, Samsung, Huawei, Xiaomi etc",55.00,N/A,iPhone 16,https://www.amazon.sa/-/en/UGREEN-Charger-Charging-Compatible-Samsung/dp/B0D6DTCW9T/ref=sr_1_20?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-20,https://m.media-amazon.com/images/I/51A7S8SutbL._AC_UL320_.jpg
21,Amazon,"JETech Matte Case for iPhone 16 6.1-Inch, Shockproof Military Grade Drop Protection, Frosted Translucent Back Phone Cover, Anti-Fingerprint (White)",35.99,N/A,iPhone 16,https://www.amazon.sa/-/en/JETech-Shockproof-Protection-Translucent-Anti-Fingerprint/dp/B0DGSZXX3G/ref=sr_1_21?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-21,https://m.media-amazon.com/images/I/61LsAkYHWYL._AC_UL320_.jpg
22,Amazon,"ESR for iPhone 16 Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Magnetic Phone Case for iPhone 16, Classic Hybrid Case (HaloLock), Clear",39.99,N/A,iPhone 16,https://www.amazon.sa/-/en/ESR-Compatible-Shockproof-Military-Grade-Protection/dp/B0D7921K88/ref=sr_1_22?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-22,https://m.media-amazon.com/images/I/71GhDl1qtHL._AC_UL320_.jpg
23,Amazon,"JETech Ultra Slim (0.35mm Thin) Case for iPhone 16 6.1 Inch, Camera Lens Full Protection, Lightweight Matte Finish PP Hard Minimalist Cover (Ultramarine)",35.99,N/A,iPhone 16,https://www.amazon.sa/-/en/JETech-Protection-Lightweight-Minimalist-Ultramarine/dp/B0DGSV4M9V/ref=sr_1_23?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-23,https://m.media-amazon.com/images/I/61Jp-6ykr9L._AC_UL320_.jpg
24,Amazon,"T Tersely Crystal Clear Case for iPhone 16 (6.1-Inch), [Anti-Yellowing] Hard Back Slim Shockproof Bumper Anti-Scratch, Suitable for Wireless Charging",19.99,N/A,iPhone 16,https://www.amazon.sa/-/en/Tersely-6-1-Inch-Anti-Yellowing-Shockproof-Anti-Scratch/dp/B0D78M6JX7/ref=sr_1_24?dib=eyJ2IjoiMSJ9.-SW37JoMXguG6njyaoJdZT-4d2PVsmMeUNpNBXxoQegYzowr3bQc9hVNLolJaC3nD1rikecgNqDwMXfY2hfokKBTlDG4jg2Cb0pj40Pwprc0S0q9LVQZnoGO-_JlbmPQsyMkomGlWOSf7XhUKNhH6A1Oj9rPk0-PiH1yOLYO27cLcIJYL33nuDHiBe_hGtK5o35x8xKi00rBcfRjpTgcSnm6V6FxGjdDmP8HzZrbywE9w3Byl0jyhFZ0D_oSLLSOz2YPTH9NCr0molovDlQvluoMsbDiWSL4LWpD9CAFXs0.1yZeuE0c0idAaBtl5-G8ewlidhTDb7YWjgOD77XUZTc&dib_tag=se&keywords=iPhone+16&qid=1732102656&sr=8-24,https://m.media-amazon.com/images/I/61L-ee5LfML._AC_UL320_.jpg
